Time,Google Trends,Uso %,Deseo %
2021-04-01,5,,
2021-05-01,6,,
2021-06-01,5,22.81449893390192,17.19971570717839
2021-07-01,5,22.81449893390192,17.19971570717839
2021-08-01,5,22.81449893390192,17.19971570717839
2021-09-01,6,22.81449893390192,17.19971570717839
2021-10-01,8,22.81449893390192,17.19971570717839
2021-11-01,8,22.81449893390192,17.19971570717839
2021-12-01,5,22.81449893390192,17.19971570717839
2022-01-01,5,22.81449893390192,17.19971570717839
2022-02-01,6,22.81449893390192,17.19971570717839
2022-03-01,7,22.81449893390192,17.19971570717839
2022-04-01,6,22.81449893390192,17.19971570717839
2022-05-01,7,22.81449893390192,17.19971570717839
2022-06-01,6,22.448979591836736,16.909620991253643
2022-07-01,5,22.448979591836736,16.909620991253643
2022-08-01,5,22.448979591836736,16.909620991253643
2022-09-01,6,22.448979591836736,16.909620991253643
2022-10-01,8,22.448979591836736,16.909620991253643
2022-11-01,9,22.448979591836736,16.909620991253643
2022-12-01,6,22.448979591836736,16.909620991253643
2023-01-01,6,22.448979591836736,16.909620991253643
2023-02-01,7,22.448979591836736,16.909620991253643
2023-03-01,7,22.448979591836736,16.909620991253643
2023-04-01,7,22.448979591836736,16.909620991253643
2023-05-01,7,22.448979591836736,16.909620991253643
2023-06-01,5,21.63265306122449,15.646258503401361
2023-07-01,5,21.63265306122449,15.646258503401361
2023-08-01,6,21.63265306122449,15.646258503401361
2023-09-01,7,21.63265306122449,15.646258503401361
2023-10-01,7,21.63265306122449,15.646258503401361
2023-11-01,7,21.63265306122449,15.646258503401361
2023-12-01,5,21.63265306122449,15.646258503401361
2024-01-01,7,21.63265306122449,15.646258503401361
2024-02-01,6,21.63265306122449,15.646258503401361
2024-03-01,6,21.63265306122449,15.646258503401361
2024-04-01,6,21.63265306122449,15.646258503401361
2024-05-01,6,21.63265306122449,15.646258503401361
2024-06-01,4,23.427331887201735,16.594360086767896
2024-07-01,3,23.427331887201735,16.594360086767896
2024-08-01,4,23.427331887201735,16.594360086767896
2024-09-01,4,23.427331887201735,16.594360086767896
2024-10-01,6,23.427331887201735,16.594360086767896
2024-11-01,5,23.427331887201735,16.594360086767896
2024-12-01,4,23.427331887201735,16.594360086767896
2025-01-01,5,23.427331887201735,16.594360086767896
2025-02-01,4,23.427331887201735,16.594360086767896
2025-03-01,4,23.427331887201735,16.594360086767896
2025-04-01,4,23.427331887201735,16.594360086767896
2025-05-01,4,23.427331887201735,16.594360086767896
2025-06-01,3,22.413793103448278,15.517241379310345
2025-07-01,2,22.413793103448278,15.517241379310345
2025-08-01,2,22.413793103448278,15.517241379310345
2025-09-01,3,22.413793103448278,15.517241379310345
2025-10-01,3,22.413793103448278,15.517241379310345
2025-11-01,3,22.413793103448278,15.517241379310345
2025-12-01,3,22.413793103448278,15.517241379310345
2026-01-01,3,22.413793103448278,15.517241379310345
2026-02-01,3,22.413793103448278,15.517241379310345
2026-03-01,2,22.413793103448278,15.517241379310345
